date,product_category,store_id,promotion,day_of_week,holiday,competitor_price_index,daily_sales
2023-12-18,Home Goods,3,0,Monday,0,0.9719234041704633,31.350002078049826
2023-12-19,Electronics,5,0,Tuesday,0,0.9474640599179742,63.90664671302847
2023-12-20,Home Goods,4,0,Wednesday,0,0.937843454882292,54.26110186233592
2023-12-21,Electronics,1,0,Thursday,0,0.9816249005445246,98.87713671294779
2023-12-22,Home Goods,4,0,Friday,0,1.0215431520070786,24.116704348425763
2023-12-23,Home Goods,4,1,Saturday,0,0.9743267889375599,34.728528806378655
2023-12-24,Electronics,1,0,Sunday,0,1.0694056876668903,12.058681721357184
2023-12-25,Toys,4,0,Monday,0,1.0125648829456246,49.441270643057415
2023-12-26,Toys,2,1,Tuesday,0,,0.0
2023-12-27,Clothing,3,0,Wednesday,0,0.9721467367678168,13.265093664856607
2023-12-28,Toys,5,0,Thursday,0,1.0953094472684914,56.67890196052539
2023-12-29,Electronics,4,0,Friday,0,1.0300459170747134,75.97488546031293
2023-12-30,Clothing,2,1,Saturday,0,0.9990728137451134,26.04888810035055
2023-12-31,Clothing,3,1,Sunday,0,1.0935862687375766,14.4718022487463
2024-01-01,Home Goods,2,0,Monday,0,1.050496804146331,11.256
2024-01-02,Toys,1,0,Tuesday,0,0.9507256589718484,46.632637207191195
2024-01-03,Electronics,1,0,Wednesday,0,0.9099643360941323,44.22120850465391
2024-01-04,Home Goods,1,1,Thursday,0,0.909978784069621,10.613235064647883
2024-01-05,Home Goods,4,0,Friday,0,0.9134678319372587,22.51323049427988
2024-01-06,Toys,3,0,Saturday,0,1.0230660962457538,57.08790025405266
2024-01-07,Toys,1,0,Sunday,0,1.0133943900192222,69.14966914039863
2024-01-08,Home Goods,3,0,Monday,0,1.0453345280411894,14.473384334439281
2024-01-09,Electronics,1,0,Tuesday,0,1.0285509098836456,22.514461055817947
2024-01-10,Home Goods,1,0,Wednesday,0,0.9741250814090738,12.865582118121132
2024-01-11,Electronics,4,0,Thursday,0,0.9903891201020162,17.690417141422095
2024-01-12,Electronics,2,0,Friday,0,0.9083435508763966,41.814284610636356
2024-01-13,Clothing,1,1,Saturday,0,0.9947016552989274,25.088913591431336
2024-01-14,Electronics,5,0,Sunday,0,1.0086402597656705,47.44442720669101
2024-01-15,Clothing,2,0,Monday,0,0.9486911474371418,27.34122995800835
2024-01-16,Clothing,3,0,Tuesday,0,1.0812888605375777,39.40407572563107
2024-01-17,Toys,2,0,Wednesday,0,1.046866274074015,25.73362557792379
2024-01-18,Toys,1,0,Thursday,0,1.0168615649801926,38.600965826074884
2024-01-19,Clothing,1,0,Friday,0,0.9033415424142051,20.909142200088787
2024-01-20,Home Goods,1,0,Saturday,0,1.0235371499067472,80.42087659599153
2024-01-21,Clothing,4,0,Sunday,0,0.9349242161726765,36.99410873660097
2024-01-22,Home Goods,5,0,Monday,0,0.9986927088100797,13.671922656113185
2024-01-23,Home Goods,2,0,Tuesday,0,1.0032181560838669,8.042417339611577
2024-01-24,Home Goods,2,0,Wednesday,0,1.0056804569969116,0.8042527235952361
2024-01-25,Home Goods,5,0,Thursday,0,1.0471705867592342,4.825582280276901
2024-01-26,Electronics,3,0,Friday,0,1.0993268154589382,45.84365808889239
2024-01-27,Home Goods,2,0,Saturday,0,1.0627320634153843,15.281428174571358
2024-01-28,Home Goods,5,0,Sunday,0,1.0151384473165674,24.128900508997763
2024-01-29,Electronics,1,0,Monday,0,1.0752135293790732,40.215383700910095
2024-01-30,Toys,4,0,Tuesday,0,1.095826450599589,39.41161456311288
2024-01-31,Toys,4,0,Wednesday,0,0.9723381120214762,16.08659310477255
2024-02-01,Home Goods,2,0,Thursday,0,1.0356255336033189,0.804340646074114
2024-02-02,Electronics,5,0,Friday,0,1.0777830038210379,50.67415313476653
2024-02-03,Toys,4,0,Saturday,0,0.9537991436554992,25.73960410226065
2024-02-04,Electronics,2,0,Sunday,0,0.9503910639685041,0.0
2024-02-05,Clothing,4,0,Monday,0,1.064898187532965,21.718384494784218
2024-02-06,Toys,5,0,Tuesday,0,0.9531676958281703,0.0
2024-02-07,Electronics,3,0,Wednesday,0,1.00286222551396,16.08813188481993
2024-02-08,Toys,1,0,Thursday,0,1.0585485675264001,10.4574286196617
2024-02-09,Clothing,3,1,Friday,0,0.9405532448471172,22.202228757349836
2024-02-10,Home Goods,5,0,Saturday,0,1.0271808243180796,17.697670547745698
2024-02-11,Clothing,3,0,Sunday,0,0.9033169155162363,40.22252813447545
2024-02-12,Clothing,1,0,Monday,0,1.0826452702399938,28.15615443120012
2024-02-13,Toys,3,1,Tuesday,0,0.9846653129099717,33.78784700822965
2024-02-14,Toys,4,0,Wednesday,0,1.0623243556712487,16.894154352663985
2024-02-15,Clothing,2,0,Thursday,0,1.001277054181137,17.698879737908907
2024-02-16,Toys,4,0,Friday,0,1.0304174649919806,1.6090110532595905
2024-02-17,Home Goods,4,0,Saturday,0,1.007215757373784,17.699363437106832
2024-02-18,Home Goods,1,0,Sunday,0,1.0545360866396953,24.13582539772223
2024-02-19,Clothing,2,0,Monday,0,0.9102844817007314,11.263539095151605
2024-02-20,Clothing,5,0,Tuesday,0,0.9784510853552676,44.25022252672454
2024-02-21,Home Goods,2,0,Wednesday,0,1.0749564703611054,23.332254335439004
2024-02-22,Electronics,1,0,Thursday,0,0.9095741951695685,58.73371864701625
2024-02-23,Clothing,5,0,Friday,0,0.9566962909867903,5.632077377187294
2024-02-24,Toys,1,0,Saturday,0,1.0475374362428331,47.4710151279901
2024-02-25,Clothing,1,0,Sunday,0,1.0056035447944016,43.4486414440491
2024-02-26,Clothing,2,0,Monday,0,0.9776838418023341,24.13846397330485
2024-02-27,Toys,3,0,Tuesday,0,1.0806002351424977,28.96655257864077
2024-02-28,Electronics,4,0,Wednesday,0,0.9215418205374672,65.17563388812967
2024-02-29,Home Goods,4,0,Thursday,0,1.0095000719587361,22.530156612612835
2024-03-01,Clothing,1,0,Friday,0,1.0165347130462694,22.530464477980228
2024-03-02,Electronics,3,1,Saturday,0,0.9441269553979295,45.383412871502586
2024-03-03,Electronics,4,0,Sunday,0,1.072714214783681,33.796620332003464
2024-03-04,Toys,2,1,Monday,0,0.9783080719969822,34.76271306752811
2024-03-05,Toys,5,0,Tuesday,0,1.0553746023389259,23.33639940943032
2024-03-06,Home Goods,3,0,Wednesday,0,1.0488747225784418,11.266001933960586
2024-03-07,Toys,4,0,Thursday,0,0.9161041279308275,5.6330779396326385
2024-03-08,Electronics,2,0,Friday,0,0.9301906931893287,8.047364161909691
2024-03-09,Toys,5,0,Saturday,0,0.9973941059264615,38.62787580406454
2024-03-10,Home Goods,3,0,Sunday,0,1.025449682108704,22.533235455602128
2024-03-11,Home Goods,5,0,Monday,0,0.9233597714018815,11.266771681520327
2024-03-12,Electronics,2,0,Tuesday,0,1.0556689179294105,13.681266845345442
2024-03-13,Home Goods,1,0,Wednesday,0,1.0869169279906543,25.75332478918863
2024-03-14,Electronics,4,1,Thursday,0,1.0225345727361597,36.6989892944074
2024-03-15,Toys,1,0,Friday,0,0.9873955026133453,30.582908975894487
2024-03-16,Toys,5,1,Saturday,0,1.0176914602646543,23.17894247658432
2024-03-17,Electronics,3,1,Sunday,0,0.9971201205827511,72.43518502295302
2024-03-18,Toys,5,0,Monday,0,0.9217422921925643,37.02293379694257
2024-03-19,Home Goods,4,0,Tuesday,0,0.9374686494437079,9.658288617437629
2024-03-20,Home Goods,3,0,Wednesday,0,0.9044434188916473,16.90223603949644
2024-03-21,Toys,5,0,Thursday,0,0.9810227290574418,29.780537098115275
2024-03-22,Electronics,3,1,Friday,0,1.066564876004059,35.73713284435688
2024-03-23,Toys,4,0,Saturday,0,0.9668057652512778,44.26957578312278
2024-03-24,Electronics,3,0,Sunday,0,1.0047247202004135,30.58667030786648
2024-03-25,Home Goods,2,0,Monday,0,1.0052267939581798,19.318161007702475
2024-03-26,Toys,4,0,Tuesday,0,1.0561462100593326,0.0
2024-03-27,Toys,2,0,Wednesday,0,1.0045399295062452,53.931340015662016
2024-03-28,Clothing,5,1,Thursday,0,1.0729909550057302,0.0
2024-03-29,Clothing,3,0,Friday,0,0.9313032441367471,41.05333597283821
2024-03-30,Electronics,5,0,Saturday,0,1.0963074219798212,16.90454580288728
2024-03-31,Clothing,3,0,Sunday,0,1.0358966391168436,39.44447919203355
2024-04-01,Home Goods,3,0,Monday,0,1.0249687276658004,10.86750501006906
2024-04-02,Toys,4,0,Tuesday,0,,23.54658260516556
2024-04-03,Clothing,2,0,Wednesday,0,0.9277607064586771,21.735604024225914
2024-04-04,Clothing,5,0,Thursday,0,0.9507050300897859,23.547226118387222
2024-04-05,Toys,2,0,Friday,0,0.9100129613063488,14.490798696364973
2024-04-06,Electronics,3,0,Saturday,0,0.910414017945237,40.75592823899255
2024-04-07,Toys,1,0,Sunday,0,0.9618086914568472,48.90778218248221
2024-04-08,Clothing,3,0,Monday,0,1.0125082564016723,8.15140841455089
2024-04-09,Home Goods,4,0,Tuesday,0,1.0805268360396376,25.36028382287586
2024-04-10,Toys,1,0,Wednesday,0,0.9619808912804817,9.057367985990384
2024-04-11,Clothing,1,0,Thursday,0,1.0108048593561225,13.586237626824419
2024-04-12,Electronics,1,0,Friday,0,1.0072957549469748,53.43993155698692
2024-04-13,Electronics,4,0,Saturday,0,0.9294609302120052,57.96953143514687
2024-04-14,Home Goods,4,0,Sunday,0,0.9911266921063427,6.340504139928888
2024-04-15,Toys,2,0,Monday,0,1.0432332945602523,55.25371965709586
2024-04-16,Electronics,5,0,Tuesday,0,1.0000993667902593,40.76149771221409
2024-04-17,Electronics,4,0,Wednesday,0,1.0535927750332426,32.60964376111569
2024-04-18,Clothing,2,0,Thursday,0,0.9388141066490407,27.17507446545745
2024-04-19,Clothing,3,0,Friday,0,0.9262577321505547,37.139775929025404
2024-04-20,Clothing,4,1,Saturday,0,1.0256318778053761,25.00175177162304
2024-04-21,Toys,2,0,Sunday,0,1.0329811584361077,59.7876146768678
2024-04-22,Electronics,4,0,Monday,0,1.0332316114220268,39.85895443343221
2024-04-23,Electronics,2,0,Tuesday,0,0.9100142548764352,46.20078303582142
2024-04-24,Clothing,2,0,Wednesday,0,1.0407115601614638,44.3895941799972
2024-04-25,Home Goods,5,0,Thursday,0,0.9037573707488947,17.21252681973439
2024-04-26,Electronics,1,0,Friday,0,1.0834775838635384,57.073895125139394
2024-04-27,Toys,1,0,Saturday,0,,34.425994454428846
2024-04-28,Home Goods,3,0,Sunday,0,1.0826127704720705,11.777474824477903
2024-04-29,Home Goods,5,1,Monday,0,0.9650334404361883,16.307495666100376
2024-04-30,Home Goods,4,0,Tuesday,0,1.045226410233607,5.435906167117727
2024-05-01,Home Goods,4,0,Wednesday,0,1.0057024531885261,19.0259315629261
2024-05-02,Clothing,2,0,Thursday,0,0.9050256512073767,16.308164180993696
2024-05-03,Home Goods,3,0,Friday,0,,18.12043002820165
2024-05-04,Clothing,5,0,Saturday,0,0.9034329717932635,25.368948691044547
2024-05-05,Toys,5,0,Sunday,0,1.0423382592121953,28.993480396964156
2024-05-06,Toys,4,0,Monday,0,1.0771536053525879,31.712052510474557
2024-05-07,Toys,3,1,Tuesday,0,0.9628023341103175,18.483848891168346
2024-05-08,Toys,1,0,Wednesday,0,1.004477428260582,42.585920042826615
2024-05-09,Clothing,2,0,Thursday,0,1.0993471949218523,30.807256738461906
2024-05-10,Electronics,2,0,Friday,0,0.9425381763394671,57.08481457476177
2024-05-11,Electronics,5,1,Saturday,0,1.0508224410417581,39.14440773626419
2024-05-12,Electronics,2,0,Sunday,0,,11.779728105820324
2024-05-13,Home Goods,4,0,Monday,0,1.0752084448426136,20.84134220250814
2024-05-14,Electronics,4,0,Tuesday,0,1.0025663989505174,23.560100076689842
2024-05-15,Home Goods,5,0,Wednesday,0,1.046493296405828,6.343190542718902
2024-05-16,Electronics,4,0,Thursday,0,0.9942704579563992,42.59057561879872
2024-05-17,Electronics,2,0,Friday,0,1.0948976531790806,29.904429805364746
2024-05-18,Clothing,5,1,Saturday,0,0.9629950899010526,38.060703465472116
2024-05-19,Toys,1,0,Sunday,0,,23.561709816298237
2024-05-20,Clothing,2,0,Monday,0,0.9023551243534339,19.93710381166129
2024-05-21,Electronics,3,0,Tuesday,0,0.9165228265437273,43.49972998696064
2024-05-22,Clothing,5,1,Wednesday,0,0.9289926125050493,42.4128162831402
2024-05-23,Electronics,3,1,Thursday,0,0.9496540701673195,10.875229701772572
2024-05-24,Clothing,1,0,Friday,0,0.9437312636329752,35.34497949883769
2024-05-25,Electronics,2,0,Saturday,0,0.9060751495932284,26.282523377741242
2024-05-26,Electronics,1,0,Sunday,0,1.0795161295436733,21.751351049101615
2024-05-27,Toys,4,0,Monday,0,1.0700153873183478,35.34642844266591
2024-05-28,Electronics,4,0,Tuesday,0,1.0812213463804115,48.03554631201283
2024-05-29,Home Goods,2,0,Wednesday,0,0.9671874899987911,20.845899284076722
2024-05-30,Clothing,2,0,Thursday,0,1.065898276171217,6.34449082362175
2024-05-31,Toys,2,0,Friday,0,1.0409464410797473,28.09741472474913
2024-06-01,Toys,4,0,Saturday,0,0.9749548687368731,18.12761204156108
2024-06-02,Home Goods,2,0,Sunday,0,0.9582551843626145,22.659824684948866
2024-06-03,Clothing,4,1,Monday,0,0.9586601374268499,64.17350040040635
2024-06-04,Toys,2,0,Tuesday,0,1.0469386083926884,31.72462154909177
2024-06-05,Home Goods,5,0,Wednesday,0,0.9873645692095068,29.005764619939445
2024-06-06,Electronics,4,0,Thursday,0,0.9340686421473262,19.94173566813964
2024-06-07,Home Goods,1,0,Friday,0,0.9552875455595637,29.913012245691597
2024-06-08,Electronics,1,1,Saturday,0,0.9613298406264695,69.61668886053015
2024-06-09,Home Goods,4,0,Sunday,0,1.0436833573460411,9.064796893761178
2024-06-10,Electronics,4,0,Monday,0,0.9409743325861865,36.25968304200023
2024-06-11,Electronics,5,1,Tuesday,0,1.0181118171029893,46.77563028528668
2024-06-12,Electronics,5,0,Wednesday,0,1.0051784473275704,38.98022454593911
2024-06-13,Home Goods,2,0,Thursday,0,1.0947712742895266,9.065292370872323
2024-06-14,Electronics,2,0,Friday,0,0.9205265251076645,33.54204010421227
2024-06-15,Clothing,3,0,Saturday,0,1.0129256725248434,28.103174370709617
2024-06-16,Home Goods,3,0,Sunday,0,0.955036780751742,23.57072639084411
2024-06-17,Electronics,3,0,Monday,0,0.9038397520455269,58.02104240042233
2024-06-18,Home Goods,4,0,Tuesday,0,0.970195637988401,9.065911755346223
2024-06-19,Electronics,2,0,Wednesday,0,0.9855187259517108,52.583006696451534
2024-06-20,Toys,5,0,Thursday,0,0.9410382892217255,49.86387736541769
2024-06-21,Home Goods,5,0,Friday,0,0.9010241479112354,6.346398384440561
2024-06-22,Home Goods,4,0,Saturday,0,1.0439716152924154,0.0
2024-06-23,Electronics,1,0,Sunday,0,0.9477198564411622,38.98608408319966
2024-06-24,Toys,3,0,Monday,0,1.0527833922994023,0.9066655072576676
2024-06-25,Electronics,2,0,Tuesday,0,0.9590688618951189,38.98714954823929
2024-06-26,Clothing,4,0,Wednesday,0,1.0749573790697529,16.32042514535378
2024-06-27,Electronics,4,0,Thursday,0,1.061737118560205,48.055241796443305
2024-06-28,Home Goods,3,0,Friday,0,0.917211809228919,8.160435586129424
2024-06-29,Clothing,2,1,Saturday,0,0.9328330583419705,20.673385974357792
2024-06-30,Home Goods,2,0,Sunday,0,0.9482119711338425,17.228057056428742
2024-07-01,Toys,1,0,Monday,0,0.9986441902532619,56.42013908558259
2024-07-02,Electronics,5,0,Tuesday,0,1.047350684543899,21.157841266382857
2024-07-03,Electronics,4,0,Wednesday,0,1.0954429349140309,83.62499150041394
2024-07-04,Electronics,3,0,Thursday,0,0.9334937577112894,22.165963282375905
2024-07-05,Clothing,4,0,Friday,0,1.0007507559925362,28.211611490606128
2024-07-06,Home Goods,5,0,Saturday,0,0.9424358842040943,35.2649962384109
2024-07-07,Electronics,1,0,Sunday,0,1.0761383552010169,43.32615883332565
2024-07-08,Toys,1,0,Monday,0,1.0286684559790231,44.33434972493545
2024-07-09,Electronics,4,0,Tuesday,0,0.9928703109049979,86.65468581973073
2024-07-10,Clothing,5,0,Wednesday,0,1.0403419417292044,33.251671016021305
2024-07-11,Home Goods,1,0,Thursday,0,1.0417477114402112,18.13752293808773
2024-07-12,Home Goods,2,0,Friday,0,1.0332341213797827,26.199002237653684
2024-07-13,Electronics,2,0,Saturday,0,0.9361510910169509,45.34504656281776
2024-07-14,Home Goods,1,0,Sunday,0,1.0377907302924605,19.14594794448942
2024-07-15,Clothing,3,1,Monday,0,1.05814876107385,33.8585600746648
2024-07-16,Home Goods,2,0,Tuesday,0,1.0376916451108458,21.161889211267642
2024-07-17,Electronics,4,0,Wednesday,0,0.925104041612459,55.424752899531455
2024-07-18,Home Goods,1,1,Thursday,0,1.0025927289015,22.976393342525295
2024-07-19,Electronics,1,0,Friday,0,1.0079384676440166,29.224759292127764
2024-07-20,Electronics,4,0,Saturday,0,0.9320530955659079,16.12422545462088
2024-07-21,Clothing,3,0,Sunday,0,0.9029926001655468,24.186668678341903
2024-07-22,Clothing,2,0,Monday,0,1.054208131815564,45.3506234611286
2024-07-23,Toys,1,0,Tuesday,0,1.0243714312701477,56.43710259765999
2024-07-24,Electronics,2,0,Wednesday,0,0.972548276051653,32.250213592893985
2024-07-25,Electronics,5,0,Thursday,0,1.084222892959875,44.34464963343403
2024-07-26,Home Goods,5,0,Friday,0,1.0086932442462873,30.235401535171906
2024-07-27,Toys,5,0,Saturday,0,0.9016958377924436,44.34586154468364
2024-07-28,Clothing,3,0,Sunday,0,0.9986010320822685,6.047245569917548
2024-07-29,Toys,5,0,Monday,0,0.9839984834048506,59.46539399668607
2024-07-30,Electronics,4,0,Tuesday,0,0.9353891526546037,47.37138489231841
2024-07-31,Clothing,1,0,Wednesday,0,0.9134422961950411,31.245382942339283
2024-08-01,Home Goods,1,0,Thursday,0,1.0202519384439561,19.150657679239714
2024-08-02,Clothing,4,0,Friday,0,0.9355364955616277,37.29389560579423
2024-08-03,Home Goods,4,0,Saturday,0,1.0062415906637558,27.21483623550024
2024-08-04,Clothing,1,0,Sunday,0,1.0147785708565036,17.135501405801822
2024-08-05,Electronics,5,1,Monday,0,1.0042599245386477,79.83236799934106
2024-08-06,Electronics,1,0,Tuesday,0,1.064362155504056,25.199955453273486
2024-08-07,Electronics,4,0,Wednesday,0,1.094493500698831,75.60089940104747
2024-08-08,Home Goods,3,0,Thursday,0,0.9494727281345361,27.216695684300607
2024-08-09,Home Goods,5,0,Friday,0,0.9837321865028945,10.08039540344666
2024-08-10,Clothing,5,0,Saturday,0,1.0733300177289447,23.185226240223912
2024-08-11,Home Goods,1,0,Sunday,0,1.0977000736121665,17.137140520280152
2024-08-12,Electronics,3,0,Monday,0,1.0280877597570848,35.28283024883292
2024-08-13,Clothing,5,0,Tuesday,0,1.0169192320006564,42.3399748491183
2024-08-14,Electronics,4,0,Wednesday,0,1.0626203524355096,58.47028803898761
2024-08-15,Toys,5,1,Thursday,0,0.9938930435504487,54.4385982521224
2024-08-16,Clothing,3,0,Friday,0,0.9737490556317847,34.27662282465972
2024-08-17,Toys,4,0,Saturday,0,0.9562933148557506,44.35858861264404
2024-08-18,Toys,5,0,Sunday,0,0.9110355398731952,28.228578480199523
2024-08-19,Clothing,1,0,Monday,0,1.0293627205142168,0.0
2024-08-20,Home Goods,5,0,Tuesday,0,1.0659242877485189,0.0
2024-08-21,Toys,5,0,Wednesday,0,1.06640065112112,55.45126653770179
2024-08-22,Clothing,1,0,Thursday,0,0.993694100603691,25.205465571163664
2024-08-23,Electronics,3,0,Friday,0,1.0102441941002653,38.312831190169916
2024-08-24,Electronics,2,0,Saturday,0,1.0773588816184556,61.503016786284526
2024-08-25,Clothing,5,0,Sunday,0,0.9046708975627125,18.14867917372111
2024-08-26,Home Goods,2,0,Monday,0,0.9526142264859102,19.157200899548023
2024-08-27,Toys,2,0,Tuesday,0,1.0628958672479478,73.60498817181637
2024-08-28,Clothing,3,0,Wednesday,0,1.017842368216962,28.232436037092977
2024-08-29,Home Goods,3,0,Thursday,0,0.909314856170723,12.099780780760494
2024-08-30,Toys,2,0,Friday,0,1.0214741205064153,0.0
2024-08-31,Clothing,4,0,Saturday,0,1.0230430840329878,15.125139325153038
2024-09-01,Home Goods,4,0,Sunday,0,1.0119958129660358,19.15877160505456
2024-09-02,Toys,1,1,Monday,0,0.9753995457258157,67.76247603172108
2024-09-03,Clothing,2,0,Tuesday,0,1.0492404237408002,43.36051019439513
2024-09-04,Clothing,1,0,Wednesday,0,1.0427301416814352,33.27712532638538
2024-09-05,Electronics,4,0,Thursday,0,1.0859079820283566,40.33646066021937
2024-09-06,Electronics,2,0,Friday,0,1.0984313225383824,22.185356512793412
2024-09-07,Clothing,1,0,Saturday,0,1.0302654676849639,29.244733196893144
2024-09-08,Clothing,2,0,Sunday,0,0.9941348949249397,34.28739709251146
2024-09-09,Toys,5,0,Monday,0,0.9166967268979217,50.423331787878226
2024-09-10,Home Goods,3,0,Tuesday,0,1.0882303910444893,23.19504956895051
2024-09-11,Clothing,2,0,Wednesday,0,0.9121729047255983,20.169883930267808
2024-09-12,Clothing,1,0,Thursday,0,0.9323198294553972,35.29777920108156
2024-09-13,Electronics,5,0,Friday,0,0.9696816135800017,52.44313141716659
2024-09-14,Toys,5,0,Saturday,0,0.9269813102269673,4.034142156237678
2024-09-15,Home Goods,2,0,Sunday,0,,0.0
2024-09-16,Clothing,1,0,Monday,0,1.0967827374411052,24.2055144407599
2024-09-17,Electronics,3,0,Tuesday,0,,78.66899689742017
2024-09-18,Home Goods,1,0,Wednesday,0,0.9555202761838353,16.137450641448133
2024-09-19,Electronics,4,0,Thursday,0,0.9949498964938173,29.24952896500333
2024-09-20,Clothing,4,0,Friday,0,0.9114132414727465,37.31887448173117
2024-09-21,Toys,4,0,Saturday,0,0.9546151139867654,65.56108075342816
2024-09-22,Electronics,4,0,Sunday,0,1.0719155609601005,51.44093550087262
2024-09-23,Toys,1,0,Monday,0,1.0278412308280116,5.043297884333226
2024-09-24,Electronics,1,0,Tuesday,0,1.0543126415725215,38.329587671901
2024-09-25,Toys,2,0,Wednesday,0,0.9283035537687677,89.77315571769326
2024-09-26,Toys,2,0,Thursday,0,0.9360916320033713,39.339336121500935
2024-09-27,Clothing,2,0,Friday,0,,29.252726580649714
2024-09-28,Clothing,5,0,Saturday,0,1.0379020561842527,45.39278220080252
2024-09-29,Home Goods,2,0,Sunday,0,1.0835203333124035,22.192330098688327
2024-09-30,Electronics,2,1,Monday,0,0.9820597524705039,66.57790004338409
2024-10-01,Home Goods,5,0,Tuesday,0,0.9569003448910908,14.526285775229356
2024-10-02,Electronics,4,0,Wednesday,0,1.087263939882199,95.63268811727276
2024-10-03,Clothing,2,0,Thursday,0,0.9768832985888015,39.94837761595805
2024-10-04,Electronics,4,0,Friday,0,1.020725125691727,37.527776615749836
2024-10-05,Home Goods,2,0,Saturday,0,1.0361064503523911,26.63297958658118
2024-10-06,Toys,1,0,Sunday,0,1.0244533738637864,38.73940874959276
2024-10-07,Clothing,1,0,Monday,0,0.9773110215062975,42.37180730535742
2024-10-08,Electronics,2,0,Tuesday,0,0.9642755308650611,94.42988946580658
2024-10-09,Toys,2,0,Wednesday,0,1.023353575922467,83.53527444871536
2024-10-10,Toys,5,0,Thursday,0,1.078577354440448,78.69372514584
2024-10-11,Clothing,1,0,Friday,0,1.063085025019831,23.003095520065173
2024-10-12,Electronics,1,0,Saturday,0,1.0179383916723168,60.53528907355037
2024-10-13,Electronics,4,0,Sunday,0,1.0196500477580142,2.4214446505398186
2024-10-14,Clothing,2,0,Monday,0,0.9534561955858281,26.636255124487253
2024-10-15,Clothing,1,0,Tuesday,0,0.9022644895384787,32.690396165739514
2024-10-16,Clothing,3,1,Wednesday,0,0.929828830915644,30.511453342179898
2024-10-17,Clothing,2,0,Thursday,0,1.0489612782192357,12.10788502726189
2024-10-18,Home Goods,3,0,Friday,0,0.9196727436003982,47.22139685856226
2024-10-19,Electronics,2,0,Saturday,0,0.9385907400092252,61.75190123334958
2024-10-20,Clothing,3,0,Sunday,0,1.0992819396759208,53.276878080456456
2024-10-21,Electronics,4,0,Monday,0,0.9894588371005073,90.81410128497706
2024-10-22,Electronics,3,0,Tuesday,0,1.0908487400541167,87.18272853359653
2024-10-23,Home Goods,2,1,Wednesday,0,0.9917982115163944,0.0
2024-10-24,Home Goods,3,0,Thursday,0,1.0083177625173023,52.06888584508609
2024-10-25,Electronics,2,1,Friday,0,1.076237689305382,62.48351681411613
2024-10-26,Toys,5,0,Saturday,0,0.9967059119543419,85.97655648123062
2024-10-27,Clothing,4,0,Sunday,0,0.910306574961149,37.53957282797316
2024-10-28,Clothing,5,0,Monday,0,1.084767212351527,31.48523324395467
2024-10-29,Electronics,4,0,Tuesday,0,0.9219748120158304,81.13613280554455
2024-10-30,Toys,5,0,Wednesday,0,0.9278601653366995,0.0
2024-10-31,Clothing,3,0,Thursday,0,0.9888676457302241,12.110201523101168
2024-11-01,Toys,5,0,Friday,0,,47.23043131578593
2024-11-02,Electronics,1,0,Saturday,0,0.9011707908447718,50.8642364464727
2024-11-03,Electronics,3,0,Sunday,0,1.0643535757681746,20.588186553631477
2024-11-04,Clothing,4,0,Monday,0,0.9852663641060554,60.55431730227342
2024-11-05,Home Goods,4,0,Tuesday,0,0.9747055800215271,35.12198395629425
2024-11-06,Electronics,5,0,Wednesday,0,0.9218090093153719,64.18933054630604
2024-11-07,Toys,1,0,Thursday,0,1.0224170081591517,55.71225571118254
2024-11-08,Electronics,4,0,Friday,0,1.0251679721592226,83.56952549452656
2024-11-09,Toys,4,0,Saturday,0,0.9691332192932326,23.012212772750466
2024-11-10,Electronics,2,0,Sunday,0,0.9904355159675076,44.813868807003395
2024-11-11,Home Goods,5,0,Monday,0,0.9363572720171612,15.745628519251062
2024-11-12,Electronics,1,0,Tuesday,0,0.9233841989927306,65.40581219601866
2024-11-13,Toys,1,1,Wednesday,0,1.0871358235282214,40.697505918015935
2024-11-14,Home Goods,5,0,Thursday,0,0.9806427812861657,10.901266615921818
2024-11-15,Electronics,5,0,Friday,0,1.0452049656541915,75.09864064339965
2024-11-16,Electronics,1,0,Saturday,0,1.0116202153618241,71.4658119886994
2024-11-17,Clothing,2,0,Sunday,0,1.0776422132418284,56.931170531677786
2024-11-18,Home Goods,2,0,Monday,0,1.037752267591011,16.958452736584185
2024-11-19,Toys,2,0,Tuesday,0,1.025268640189249,58.144061029367606
2024-11-20,Toys,3,0,Wednesday,0,1.0744920082586193,61.77890901567034
2024-11-21,Home Goods,1,0,Thursday,0,1.0491677112419804,23.015986485966362
2024-11-22,Electronics,3,0,Friday,0,0.9201714151576696,84.79689838421088
2024-11-23,Home Goods,2,0,Saturday,0,1.0752743031534044,24.228016314033066
2024-11-24,Electronics,3,0,Sunday,0,0.9258764217671087,15.74842579697287
2024-11-25,Electronics,2,0,Monday,0,0.9543088971011852,58.148828280977604
2024-11-26,Toys,1,0,Tuesday,0,0.9106107229461562,27.863360954187414
2024-11-27,Clothing,1,0,Wednesday,0,0.9760235764782454,41.18987902829155
2024-11-28,Home Goods,5,0,Thursday,0,0.9851507252260491,20.5952209355637
2024-11-29,Toys,5,0,Friday,0,1.028044959717953,58.152006665864846
2024-11-30,Electronics,4,0,Saturday,0,0.9828865990810995,64.21038475685971
2024-12-01,Clothing,4,0,Sunday,0,1.0064680071789172,20.59606522289074
2024-12-02,Home Goods,5,0,Monday,0,0.9765765070253132,37.558043908848326
2024-12-03,Toys,3,0,Tuesday,0,1.039261770322625,60.57831794216767
2024-12-04,Home Goods,1,0,Wednesday,0,0.928538189795112,10.904246229615234
